# Acquired on 25/01/2024 17:00:01 
# SPIDER: Creep_7mm_GRPCNT1454A-3
# CREEP MEASUREMENT

# time [ms]		force [N]		stiffness [N/mm]
1.000			-29.935			-4.276
104.000			-31.220			-4.460
203.000			-31.063			-4.438
304.000			-30.800			-4.400
405.000			-30.598			-4.371
504.000			-30.433			-4.348
604.000			-30.292			-4.327
704.000			-30.170			-4.310
804.000			-29.966			-4.281
904.000			-29.878			-4.268
1005.000			-29.798			-4.257
1104.000			-29.723			-4.246
1204.000			-29.654			-4.236
1305.000			-29.590			-4.227
1403.000			-29.530			-4.219
1504.000			-29.421			-4.203
1605.000			-29.370			-4.196
1704.000			-29.324			-4.189
1804.000			-29.278			-4.183
1904.000			-29.234			-4.176
2004.000			-29.193			-4.170
2103.000			-29.154			-4.165
2205.000			-29.078			-4.154
2304.000			-29.043			-4.149
2404.000			-29.010			-4.144
2505.000			-28.978			-4.140
2603.000			-28.946			-4.135
2704.000			-28.916			-4.131
2805.000			-28.887			-4.127
2904.000			-28.830			-4.119
3004.000			-28.803			-4.115
3105.000			-28.778			-4.111
3204.000			-28.752			-4.107
3303.000			-28.729			-4.104
3405.000			-28.705			-4.101
3504.000			-28.682			-4.097
3605.000			-28.659			-4.094
3704.000			-28.616			-4.088
3803.000			-28.596			-4.085
3905.000			-28.576			-4.082
4003.000			-28.556			-4.079
4104.000			-28.536			-4.077
4205.000			-28.516			-4.074
4304.000			-28.498			-4.071
4404.000			-28.461			-4.066
4504.000			-28.445			-4.064
4604.000			-28.428			-4.061
4704.000			-28.411			-4.059
4805.000			-28.395			-4.056
4904.000			-28.378			-4.054
5004.000			-28.363			-4.052
5105.000			-28.331			-4.047
5203.000			-28.316			-4.045
5304.000			-28.302			-4.043
5405.000			-28.287			-4.041
5504.000			-28.273			-4.039
5604.000			-28.259			-4.037
5705.000			-28.244			-4.035
5804.000			-28.217			-4.031
5903.000			-28.203			-4.029
6005.000			-28.191			-4.027
6104.000			-28.178			-4.025
6204.000			-28.166			-4.024
6305.000			-28.153			-4.022
6403.000			-28.140			-4.020
6504.000			-28.128			-4.018
6605.000			-28.105			-4.015
6704.000			-28.094			-4.013
6805.000			-28.081			-4.012
6904.000			-28.070			-4.010
7004.000			-28.059			-4.008
7104.000			-28.048			-4.007
7204.000			-28.037			-4.005
7304.000			-28.016			-4.002
7405.000			-28.005			-4.001
7504.000			-27.995			-3.999
7604.000			-27.984			-3.998
7705.000			-27.974			-3.996
7803.000			-27.964			-3.995
7904.000			-27.955			-3.994
8005.000			-27.934			-3.991
8104.000			-27.925			-3.989
8204.000			-27.916			-3.988
8304.000			-27.906			-3.987
8404.000			-27.896			-3.985
8504.000			-27.887			-3.984
8605.000			-27.877			-3.982
8704.000			-27.859			-3.980
8804.000			-27.849			-3.978
8905.000			-27.840			-3.977
9004.000			-27.831			-3.976
9104.000			-27.822			-3.975
9205.000			-27.814			-3.973
9304.000			-27.806			-3.972
9404.000			-27.798			-3.971
9505.000			-27.783			-3.969
9604.000			-27.774			-3.968
9703.000			-27.766			-3.967
9805.000			-27.758			-3.965
9904.000			-27.751			-3.964
10005.000			-27.743			-3.963
10104.000			-27.736			-3.962
10204.000			-27.721			-3.960
10305.000			-27.713			-3.959
10403.000			-27.705			-3.958
10504.000			-27.698			-3.957
10605.000			-27.692			-3.956
10704.000			-27.684			-3.955
10804.000			-27.677			-3.954
10905.000			-27.663			-3.952
11004.000			-27.656			-3.951
11103.000			-27.649			-3.950
11205.000			-27.642			-3.949
11304.000			-27.635			-3.948
11404.000			-27.628			-3.947
11505.000			-27.622			-3.946
11604.000			-27.615			-3.945
11704.000			-27.601			-3.943
11804.000			-27.594			-3.942
11904.000			-27.588			-3.941
12004.000			-27.583			-3.940
12105.000			-27.576			-3.939
12204.000			-27.569			-3.938
12304.000			-27.563			-3.938
12405.000			-27.549			-3.936
12503.000			-27.543			-3.935
12604.000			-27.538			-3.934
12705.000			-27.531			-3.933
12804.000			-27.525			-3.932
12904.000			-27.519			-3.931
13004.000			-27.514			-3.931
13104.000			-27.501			-3.929
13203.000			-27.497			-3.928
13304.000			-27.492			-3.927
13404.000			-27.487			-3.927
13505.000			-27.479			-3.926
13604.000			-27.474			-3.925
13704.000			-27.468			-3.924
13805.000			-27.457			-3.922
13903.000			-27.451			-3.922
14004.000			-27.445			-3.921
14105.000			-27.440			-3.920
14204.000			-27.435			-3.919
14304.000			-27.430			-3.919
14404.000			-27.426			-3.918
14504.000			-27.420			-3.917
14603.000			-27.410			-3.916
14705.000			-27.404			-3.915
14804.000			-27.399			-3.914
14904.000			-27.395			-3.914
15005.000			-27.389			-3.913
15104.000			-27.385			-3.912
15204.000			-27.380			-3.911
15304.000			-27.370			-3.910
15404.000			-27.365			-3.909
15504.000			-27.360			-3.909
15605.000			-27.355			-3.908
15704.000			-27.351			-3.907
15803.000			-27.346			-3.907
15905.000			-27.342			-3.906
16003.000			-27.333			-3.905
16104.000			-27.327			-3.904
16205.000			-27.322			-3.903
16304.000			-27.318			-3.903
16405.000			-27.314			-3.902
16504.000			-27.309			-3.901
16604.000			-27.305			-3.901
16704.000			-27.300			-3.900
16804.000			-27.292			-3.899
16904.000			-27.287			-3.898
17005.000			-27.282			-3.897
17104.000			-27.279			-3.897
17204.000			-27.274			-3.896
17305.000			-27.270			-3.896
17403.000			-27.265			-3.895
17504.000			-27.256			-3.894
17605.000			-27.252			-3.893
17704.000			-27.249			-3.893
17804.000			-27.244			-3.892
17905.000			-27.240			-3.891
18004.000			-27.235			-3.891
18103.000			-27.231			-3.890
18205.000			-27.224			-3.889
18304.000			-27.220			-3.889
